route,date,daytype,rides
205,05/05/2014,W,1000
206,05/05/2014,W,976
21,05/05/2014,W,9830
22,05/05/2014,W,22115
24,05/05/2014,W,3414
26,05/05/2014,W,3628
28,05/05/2014,W,8029
29,05/05/2014,W,15790
3,05/05/2014,W,20289
30,05/05/2014,W,3895
34,05/05/2014,W,5688
35,05/05/2014,W,5902
36,05/05/2014,W,14993
37,05/05/2014,W,1839
39,05/05/2014,W,2120
4,05/05/2014,W,23009
43,05/05/2014,W,2163
44,05/05/2014,W,4665
47,05/05/2014,W,11117
48,05/05/2014,W,1350
49,05/05/2014,W,26738
49B,05/05/2014,W,5991
5,05/05/2014,W,448
50,05/05/2014,W,10839
51,05/05/2014,W,1988
52,05/05/2014,W,14005
52A,05/05/2014,W,5084
53,05/05/2014,W,20699
53A,05/05/2014,W,9150
54,05/05/2014,W,11630
54A,05/05/2014,W,1013
54B,05/05/2014,W,3579
55,05/05/2014,W,11940
55A,05/05/2014,W,291
55N,05/05/2014,W,656
56,05/05/2014,W,10396
57,05/05/2014,W,5059
59,05/05/2014,W,3978
6,05/05/2014,W,11481
60,05/05/2014,W,11378
62,05/05/2014,W,11437
62H,05/05/2014,W,1096
63,05/05/2014,W,19765
63W,05/05/2014,W,1497
65,05/05/2014,W,8351
66,05/05/2014,W,25425
67,05/05/2014,W,14532
68,05/05/2014,W,1542
7,05/05/2014,W,6615
70,05/05/2014,W,10777
71,05/05/2014,W,9561
72,05/05/2014,W,17262
73,05/05/2014,W,4468
74,05/05/2014,W,14152
75,05/05/2014,W,8270
76,05/05/2014,W,12413
77,05/05/2014,W,23347
78,05/05/2014,W,10066
79,05/05/2014,W,27265
8,05/05/2014,W,24432
80,05/05/2014,W,14468
81,05/05/2014,W,14149
81W,05/05/2014,W,1840
82,05/05/2014,W,21001
84,05/05/2014,W,4464
85,05/05/2014,W,11969
85A,05/05/2014,W,910
86,05/05/2014,W,3271
87,05/05/2014,W,13910
88,05/05/2014,W,1357
8A,05/05/2014,W,3593
9,05/05/2014,W,28999
90,05/05/2014,W,5298
91,05/05/2014,W,7548
92,05/05/2014,W,7678
93,05/05/2014,W,3611
94,05/05/2014,W,10555
95E,05/05/2014,W,4161
95W,05/05/2014,W,2711
96,05/05/2014,W,845
97,05/05/2014,W,3446
J14,05/05/2014,W,12855
X98,05/05/2014,W,20
1,05/06/2014,W,2151
100,05/06/2014,W,723
1001,05/06/2014,W,57
103,05/06/2014,W,2976
106,05/06/2014,W,2294
108,05/06/2014,W,1513
11,05/06/2014,W,1850
111,05/06/2014,W,4349
111A,05/06/2014,W,217
112,05/06/2014,W,2781
115,05/06/2014,W,4477
119,05/06/2014,W,5231
12,05/06/2014,W,15620
120,05/06/2014,W,1160
121,05/06/2014,W,1646
124,05/06/2014,W,1091
125,05/06/2014,W,1736
126,05/06/2014,W,7140
132,05/06/2014,W,380
134,05/06/2014,W,3722
135,05/06/2014,W,3900
136,05/06/2014,W,2260
143,05/06/2014,W,2129
146,05/06/2014,W,15395
147,05/06/2014,W,15405
148,05/06/2014,W,2575
15,05/06/2014,W,7706
151,05/06/2014,W,18765
152,05/06/2014,W,11992
155,05/06/2014,W,7828
156,05/06/2014,W,8925
157,05/06/2014,W,6176
165,05/06/2014,W,108
169,05/06/2014,W,239
170,05/06/2014,W,325
171,05/06/2014,W,1818
172,05/06/2014,W,2302
18,05/06/2014,W,4294
192,05/06/2014,W,918
2,05/06/2014,W,3537
20,05/06/2014,W,20354
201,05/06/2014,W,1973
205,05/06/2014,W,998
206,05/06/2014,W,923
21,05/06/2014,W,10282
22,05/06/2014,W,21616
24,05/06/2014,W,3411
26,05/06/2014,W,3735
28,05/06/2014,W,8422
29,05/06/2014,W,15482
3,05/06/2014,W,21738
30,05/06/2014,W,3733
34,05/06/2014,W,5547
35,05/06/2014,W,5791
36,05/06/2014,W,15530
37,05/06/2014,W,1676
39,05/06/2014,W,2186
4,05/06/2014,W,24066
43,05/06/2014,W,1998
44,05/06/2014,W,4761
47,05/06/2014,W,10797
48,05/06/2014,W,1318
49,05/06/2014,W,27468
49B,05/06/2014,W,6027
5,05/06/2014,W,530
50,05/06/2014,W,11135
51,05/06/2014,W,2081
52,05/06/2014,W,13965
52A,05/06/2014,W,4994
53,05/06/2014,W,22078
53A,05/06/2014,W,9437
54,05/06/2014,W,12283
54A,05/06/2014,W,1058
54B,05/06/2014,W,3765
55,05/06/2014,W,12488
55A,05/06/2014,W,348
55N,05/06/2014,W,637
56,05/06/2014,W,9986
57,05/06/2014,W,5450
59,05/06/2014,W,4396
6,05/06/2014,W,11469
60,05/06/2014,W,11025
62,05/06/2014,W,11662
62H,05/06/2014,W,1155
63,05/06/2014,W,19604
63W,05/06/2014,W,1650
65,05/06/2014,W,9070
66,05/06/2014,W,25833
67,05/06/2014,W,13983
68,05/06/2014,W,1378
7,05/06/2014,W,6385
70,05/06/2014,W,9295
71,05/06/2014,W,9619
72,05/06/2014,W,16496
73,05/06/2014,W,4485
74,05/06/2014,W,13673
75,05/06/2014,W,8150
76,05/06/2014,W,13214
77,05/06/2014,W,23625
78,05/06/2014,W,9648
79,05/06/2014,W,29253
8,05/06/2014,W,24714
80,05/06/2014,W,14898
81,05/06/2014,W,14588
81W,05/06/2014,W,1851
82,05/06/2014,W,20752
84,05/06/2014,W,4272
85,05/06/2014,W,12173
85A,05/06/2014,W,968
86,05/06/2014,W,3183
87,05/06/2014,W,13882
88,05/06/2014,W,1389
8A,05/06/2014,W,3857
9,05/06/2014,W,29807
90,05/06/2014,W,5155
91,05/06/2014,W,7894
92,05/06/2014,W,7744
93,05/06/2014,W,3677
94,05/06/2014,W,11098
95E,05/06/2014,W,4307
95W,05/06/2014,W,2810
96,05/06/2014,W,860
97,05/06/2014,W,3377
J14,05/06/2014,W,13015
X98,05/06/2014,W,21
1,05/07/2014,W,2194
100,05/07/2014,W,820
1001,05/07/2014,W,20
103,05/07/2014,W,3033
106,05/07/2014,W,1875
108,05/07/2014,W,1481
11,05/07/2014,W,1863
111,05/07/2014,W,4135
111A,05/07/2014,W,222
112,05/07/2014,W,2749
115,05/07/2014,W,4302
119,05/07/2014,W,5360
12,05/07/2014,W,15302
120,05/07/2014,W,1116
121,05/07/2014,W,1665
124,05/07/2014,W,897
125,05/07/2014,W,1586
126,05/07/2014,W,7563
132,05/07/2014,W,391
134,05/07/2014,W,3544
135,05/07/2014,W,4144
136,05/07/2014,W,2078
143,05/07/2014,W,1957
146,05/07/2014,W,14967
147,05/07/2014,W,15138
148,05/07/2014,W,2654
15,05/07/2014,W,8212
151,05/07/2014,W,19059
152,05/07/2014,W,10600
155,05/07/2014,W,7550
156,05/07/2014,W,8778
157,05/07/2014,W,6559
165,05/07/2014,W,92
169,05/07/2014,W,241
170,05/07/2014,W,387
171,05/07/2014,W,667
172,05/07/2014,W,2883
18,05/07/2014,W,4303
192,05/07/2014,W,926
2,05/07/2014,W,3740
20,05/07/2014,W,20271
201,05/07/2014,W,1927
205,05/07/2014,W,994
206,05/07/2014,W,787
21,05/07/2014,W,9496
22,05/07/2014,W,20744
24,05/07/2014,W,3494
26,05/07/2014,W,3842
28,05/07/2014,W,8328
29,05/07/2014,W,16365
3,05/07/2014,W,20817
30,05/07/2014,W,3992
34,05/07/2014,W,5557
35,05/07/2014,W,6057
36,05/07/2014,W,15652
37,05/07/2014,W,1824
39,05/07/2014,W,2213
4,05/07/2014,W,23324
43,05/07/2014,W,2041
44,05/07/2014,W,4605
47,05/07/2014,W,11168
48,05/07/2014,W,1182
49,05/07/2014,W,26635
49B,05/07/2014,W,6051
5,05/07/2014,W,465
50,05/07/2014,W,11452
51,05/07/2014,W,1844
52,05/07/2014,W,14193
52A,05/07/2014,W,4689
53,05/07/2014,W,21672
53A,05/07/2014,W,8663
54,05/07/2014,W,12108
54A,05/07/2014,W,1060
54B,05/07/2014,W,3694
55,05/07/2014,W,12758
55A,05/07/2014,W,335
55N,05/07/2014,W,696
56,05/07/2014,W,10204
57,05/07/2014,W,5379
59,05/07/2014,W,4281
6,05/07/2014,W,11094
60,05/07/2014,W,11116
62,05/07/2014,W,10380
62H,05/07/2014,W,1125
63,05/07/2014,W,19517
63W,05/07/2014,W,1571
65,05/07/2014,W,8832
66,05/07/2014,W,26566
67,05/07/2014,W,13379
68,05/07/2014,W,1546
7,05/07/2014,W,5819
70,05/07/2014,W,10066
71,05/07/2014,W,9366
72,05/07/2014,W,16918
73,05/07/2014,W,4466
74,05/07/2014,W,14156
75,05/07/2014,W,8625
76,05/07/2014,W,13023
77,05/07/2014,W,23202
78,05/07/2014,W,10016
79,05/07/2014,W,28532
8,05/07/2014,W,24554
80,05/07/2014,W,14877
81,05/07/2014,W,13915
81W,05/07/2014,W,1752
82,05/07/2014,W,21449
84,05/07/2014,W,4665
85,05/07/2014,W,11493
85A,05/07/2014,W,902
86,05/07/2014,W,3306
87,05/07/2014,W,14396
88,05/07/2014,W,1435
8A,05/07/2014,W,3643
9,05/07/2014,W,28348
90,05/07/2014,W,5564
91,05/07/2014,W,8292
92,05/07/2014,W,7752
93,05/07/2014,W,3893
94,05/07/2014,W,10929
95E,05/07/2014,W,4202
95W,05/07/2014,W,2708
96,05/07/2014,W,938
97,05/07/2014,W,3454
J14,05/07/2014,W,12733
X98,05/07/2014,W,23
1,05/08/2014,W,2120
100,05/08/2014,W,867
1001,05/08/2014,W,39
103,05/08/2014,W,2896
106,05/08/2014,W,2035
108,05/08/2014,W,1468
11,05/08/2014,W,1787
111,05/08/2014,W,4223
111A,05/08/2014,W,173
112,05/08/2014,W,2279
115,05/08/2014,W,4140
119,05/08/2014,W,5491
12,05/08/2014,W,15445
120,05/08/2014,W,962
121,05/08/2014,W,1592
124,05/08/2014,W,1168
125,05/08/2014,W,1580
126,05/08/2014,W,6581
132,05/08/2014,W,361
134,05/08/2014,W,3303
135,05/08/2014,W,3858
136,05/08/2014,W,2192
143,05/08/2014,W,2016
146,05/08/2014,W,15773
147,05/08/2014,W,14729
148,05/08/2014,W,2383
15,05/08/2014,W,8416
151,05/08/2014,W,19696
152,05/08/2014,W,10847
155,05/08/2014,W,7639
156,05/08/2014,W,8107
157,05/08/2014,W,6011
165,05/08/2014,W,137
169,05/08/2014,W,254
170,05/08/2014,W,232
171,05/08/2014,W,1311
172,05/08/2014,W,2646
18,05/08/2014,W,4481
192,05/08/2014,W,713
2,05/08/2014,W,3873
20,05/08/2014,W,20601
201,05/08/2014,W,2092
205,05/08/2014,W,1021
206,05/08/2014,W,874
21,05/08/2014,W,9985
22,05/08/2014,W,21030
24,05/08/2014,W,3152
26,05/08/2014,W,3793
28,05/08/2014,W,8206
29,05/08/2014,W,15512
3,05/08/2014,W,21202
30,05/08/2014,W,3720
34,05/08/2014,W,5322
35,05/08/2014,W,6098
36,05/08/2014,W,15911
37,05/08/2014,W,1723
39,05/08/2014,W,2313
4,05/08/2014,W,23619
43,05/08/2014,W,2000
44,05/08/2014,W,4757
47,05/08/2014,W,11094
48,05/08/2014,W,1173
49,05/08/2014,W,26513
49B,05/08/2014,W,6051
5,05/08/2014,W,500
50,05/08/2014,W,11554
51,05/08/2014,W,1920
52,05/08/2014,W,13732
52A,05/08/2014,W,4990
53,05/08/2014,W,21653
53A,05/08/2014,W,9067
54,05/08/2014,W,13236
54A,05/08/2014,W,1048
54B,05/08/2014,W,4110
55,05/08/2014,W,12389
55A,05/08/2014,W,348
55N,05/08/2014,W,606
56,05/08/2014,W,10344
57,05/08/2014,W,5242
59,05/08/2014,W,4150
6,05/08/2014,W,12252
60,05/08/2014,W,11155
62,05/08/2014,W,10994
62H,05/08/2014,W,1247
63,05/08/2014,W,19608
63W,05/08/2014,W,1460
65,05/08/2014,W,8980
66,05/08/2014,W,26677
67,05/08/2014,W,13936
68,05/08/2014,W,1397
7,05/08/2014,W,6347
70,05/08/2014,W,10176
71,05/08/2014,W,8462
72,05/08/2014,W,16981
73,05/08/2014,W,4799
74,05/08/2014,W,14636
75,05/08/2014,W,8183
76,05/08/2014,W,12790
77,05/08/2014,W,23196
78,05/08/2014,W,9972
79,05/08/2014,W,28834
8,05/08/2014,W,24251
80,05/08/2014,W,14650
81,05/08/2014,W,14259
81W,05/08/2014,W,1836
82,05/08/2014,W,21238
84,05/08/2014,W,4123
85,05/08/2014,W,11987
85A,05/08/2014,W,876
86,05/08/2014,W,3061
87,05/08/2014,W,14541
88,05/08/2014,W,1549
8A,05/08/2014,W,3619
9,05/08/2014,W,28829
90,05/08/2014,W,4996
91,05/08/2014,W,7941
92,05/08/2014,W,7350
93,05/08/2014,W,3832
94,05/08/2014,W,10814
95E,05/08/2014,W,4102
95W,05/08/2014,W,2759
96,05/08/2014,W,772
97,05/08/2014,W,3644
J14,05/08/2014,W,13308
X98,05/08/2014,W,21
1,05/09/2014,W,1865
100,05/09/2014,W,784
1001,05/09/2014,W,15
103,05/09/2014,W,2606
106,05/09/2014,W,1579
108,05/09/2014,W,1388
11,05/09/2014,W,1755
111,05/09/2014,W,3824
111A,05/09/2014,W,207
112,05/09/2014,W,2574
115,05/09/2014,W,3823
119,05/09/2014,W,5462
12,05/09/2014,W,14400
120,05/09/2014,W,1013
121,05/09/2014,W,1395
124,05/09/2014,W,1046
125,05/09/2014,W,1579
126,05/09/2014,W,5509
132,05/09/2014,W,262
134,05/09/2014,W,3132
135,05/09/2014,W,3321
136,05/09/2014,W,1773
143,05/09/2014,W,1680
146,05/09/2014,W,14901
147,05/09/2014,W,14534
148,05/09/2014,W,2350
15,05/09/2014,W,8528
151,05/09/2014,W,18416
152,05/09/2014,W,10874
155,05/09/2014,W,6860
156,05/09/2014,W,7796
157,05/09/2014,W,6039
165,05/09/2014,W,118
169,05/09/2014,W,212
170,05/09/2014,W,319
171,05/09/2014,W,1065
172,05/09/2014,W,2485
18,05/09/2014,W,3975
192,05/09/2014,W,804
2,05/09/2014,W,3309
20,05/09/2014,W,18553
201,05/09/2014,W,1904
205,05/09/2014,W,880
206,05/09/2014,W,868
21,05/09/2014,W,9173
22,05/09/2014,W,20313
24,05/09/2014,W,3168
26,05/09/2014,W,3242
28,05/09/2014,W,8112
29,05/09/2014,W,15082
3,05/09/2014,W,19830
30,05/09/2014,W,3250
34,05/09/2014,W,5397
35,05/09/2014,W,5875
36,05/09/2014,W,16043
37,05/09/2014,W,1482
39,05/09/2014,W,2058
4,05/09/2014,W,22301
43,05/09/2014,W,1885
44,05/09/2014,W,4561
47,05/09/2014,W,10268
48,05/09/2014,W,954
49,05/09/2014,W,26155
49B,05/09/2014,W,5808
5,05/09/2014,W,491
50,05/09/2014,W,10138
51,05/09/2014,W,1934
52,05/09/2014,W,12640
52A,05/09/2014,W,4432
53,05/09/2014,W,21616
53A,05/09/2014,W,7002
54,05/09/2014,W,12711
54A,05/09/2014,W,915
54B,05/09/2014,W,3868
55,05/09/2014,W,11901
55A,05/09/2014,W,294
55N,05/09/2014,W,546
56,05/09/2014,W,10471
57,05/09/2014,W,5204
59,05/09/2014,W,3937
6,05/09/2014,W,12021
60,05/09/2014,W,11059
62,05/09/2014,W,10298
62H,05/09/2014,W,1380
63,05/09/2014,W,18277
63W,05/09/2014,W,1204
65,05/09/2014,W,8788
66,05/09/2014,W,25427
67,05/09/2014,W,13257
68,05/09/2014,W,1308
7,05/09/2014,W,5638
70,05/09/2014,W,9990
71,05/09/2014,W,9219
72,05/09/2014,W,16857
73,05/09/2014,W,4424
74,05/09/2014,W,13591
75,05/09/2014,W,7852
76,05/09/2014,W,13039
77,05/09/2014,W,23044
78,05/09/2014,W,8576
79,05/09/2014,W,28346
8,05/09/2014,W,23444
80,05/09/2014,W,14338
81,05/09/2014,W,13386
81W,05/09/2014,W,1764
82,05/09/2014,W,19200
84,05/09/2014,W,4414
85,05/09/2014,W,11476
85A,05/09/2014,W,885
86,05/09/2014,W,2517
87,05/09/2014,W,13627
88,05/09/2014,W,1476
8A,05/09/2014,W,3179
9,05/09/2014,W,28635
90,05/09/2014,W,4935
91,05/09/2014,W,7518
92,05/09/2014,W,7024
93,05/09/2014,W,3723
94,05/09/2014,W,9596
95E,05/09/2014,W,4344
95W,05/09/2014,W,2466
96,05/09/2014,W,922
97,05/09/2014,W,3446
J14,05/09/2014,W,11691
X98,05/09/2014,W,14
10,05/10/2014,A,712
1001,05/10/2014,A,16
103,05/10/2014,A,1553
106,05/10/2014,A,674
11,05/10/2014,A,1124
111,05/10/2014,A,2528
111A,05/10/2014,A,169
112,05/10/2014,A,1381
115,05/10/2014,A,2476
119,05/10/2014,A,3983
12,05/10/2014,A,9301
124,05/10/2014,A,1156
126,05/10/2014,A,3874
146,05/10/2014,A,13216
147,05/10/2014,A,11643
15,05/10/2014,A,5636
151,05/10/2014,A,18269
152,05/10/2014,A,4251
155,05/10/2014,A,6320
169,05/10/2014,A,11
171,05/10/2014,A,213
172,05/10/2014,A,463
18,05/10/2014,A,2431
20,05/10/2014,A,12208
201,05/10/2014,A,1231
21,05/10/2014,A,7660
22,05/10/2014,A,16458
28,05/10/2014,A,4003
29,05/10/2014,A,11761
3,05/10/2014,A,15016
30,05/10/2014,A,2398
34,05/10/2014,A,4206
35,05/10/2014,A,3691
36,05/10/2014,A,15817
4,05/10/2014,A,15552
43,05/10/2014,A,1108
44,05/10/2014,A,2180
47,05/10/2014,A,8387
49,05/10/2014,A,17911
49B,05/10/2014,A,4206
5,05/10/2014,A,629
50,05/10/2014,A,5860
51,05/10/2014,A,1218
52,05/10/2014,A,8964
52A,05/10/2014,A,2381
53,05/10/2014,A,14750
53A,05/10/2014,A,3927
54,05/10/2014,A,8976
54B,05/10/2014,A,3379
55,05/10/2014,A,8636
55N,05/10/2014,A,210
56,05/10/2014,A,8011
57,05/10/2014,A,2011
59,05/10/2014,A,2499
6,05/10/2014,A,12164
60,05/10/2014,A,6397
62,05/10/2014,A,7482
62H,05/10/2014,A,549
63,05/10/2014,A,13235
63W,05/10/2014,A,661
65,05/10/2014,A,4874
66,05/10/2014,A,15435
67,05/10/2014,A,10154
68,05/10/2014,A,753
70,05/10/2014,A,6349
71,05/10/2014,A,7340
72,05/10/2014,A,14285
73,05/10/2014,A,1786
74,05/10/2014,A,9387
75,05/10/2014,A,5271
76,05/10/2014,A,8192
77,05/10/2014,A,15780
78,05/10/2014,A,5991
79,05/10/2014,A,20967
8,05/10/2014,A,14433
80,05/10/2014,A,10516
81,05/10/2014,A,10636
81W,05/10/2014,A,1098
82,05/10/2014,A,13123
84,05/10/2014,A,2287
85,05/10/2014,A,7350
85A,05/10/2014,A,397
87,05/10/2014,A,10512
88,05/10/2014,A,817
8A,05/10/2014,A,2606
9,05/10/2014,A,21305
90,05/10/2014,A,3700
91,05/10/2014,A,4580
92,05/10/2014,A,4405
93,05/10/2014,A,1701
94,05/10/2014,A,5634
95E,05/10/2014,A,2948
95W,05/10/2014,A,2412
97,05/10/2014,A,2382
J14,05/10/2014,A,7435
10,05/11/2014,U,544
1001,05/11/2014,U,65
103,05/11/2014,U,983
106,05/11/2014,U,282
11,05/11/2014,U,763
111,05/11/2014,U,1762
111A,05/11/2014,U,87
112,05/11/2014,U,738
115,05/11/2014,U,1982
119,05/11/2014,U,2648
12,05/11/2014,U,6680
124,05/11/2014,U,790
126,05/11/2014,U,2526
146,05/11/2014,U,9337
147,05/11/2014,U,8018
15,05/11/2014,U,4130
151,05/11/2014,U,12854
152,05/11/2014,U,3068
155,05/11/2014,U,4405
171,05/11/2014,U,100
172,05/11/2014,U,558
18,05/11/2014,U,2373
19,05/11/2014,U,135
20,05/11/2014,U,8231
21,05/11/2014,U,4342
22,05/11/2014,U,11581
28,05/11/2014,U,2287
29,05/11/2014,U,7005
3,05/11/2014,U,8405
30,05/11/2014,U,761
34,05/11/2014,U,2731
35,05/11/2014,U,2542
36,05/11/2014,U,10896
4,05/11/2014,U,10413
43,05/11/2014,U,555
44,05/11/2014,U,1450
47,05/11/2014,U,5091
49,05/11/2014,U,11525
49B,05/11/2014,U,3078
5,05/11/2014,U,557
50,05/11/2014,U,3785
51,05/11/2014,U,810
52,05/11/2014,U,5840
52A,05/11/2014,U,1221
53,05/11/2014,U,9787
53A,05/11/2014,U,2611
54,05/11/2014,U,6193
54B,05/11/2014,U,1875
55,05/11/2014,U,6590
56,05/11/2014,U,5130
57,05/11/2014,U,1536
6,05/11/2014,U,7490
60,05/11/2014,U,4738
62,05/11/2014,U,5420
63,05/11/2014,U,10148
63W,05/11/2014,U,541
65,05/11/2014,U,3009
66,05/11/2014,U,10385
67,05/11/2014,U,6857
68,05/11/2014,U,331
70,05/11/2014,U,4363
71,05/11/2014,U,5164
72,05/11/2014,U,9145
73,05/11/2014,U,1261
74,05/11/2014,U,7047
75,05/11/2014,U,4177
76,05/11/2014,U,4729
77,05/11/2014,U,10605
78,05/11/2014,U,3742
79,05/11/2014,U,14455
8,05/11/2014,U,9081
80,05/11/2014,U,6352
81,05/11/2014,U,7643
81W,05/11/2014,U,582
82,05/11/2014,U,8646
84,05/11/2014,U,1519
85,05/11/2014,U,4649
87,05/11/2014,U,6442
88,05/11/2014,U,433
8A,05/11/2014,U,1886
9,05/11/2014,U,14514
90,05/11/2014,U,2695
91,05/11/2014,U,2893
92,05/11/2014,U,2938
94,05/11/2014,U,3958
95E,05/11/2014,U,1800
95W,05/11/2014,U,1789
97,05/11/2014,U,1464
J14,05/11/2014,U,4081
1,05/12/2014,W,2079
100,05/12/2014,W,706
1001,05/12/2014,W,634
103,05/12/2014,W,2560
106,05/12/2014,W,1450
108,05/12/2014,W,1344
11,05/12/2014,W,1841
111,05/12/2014,W,3629
111A,05/12/2014,W,189
112,05/12/2014,W,2354
115,05/12/2014,W,3827
119,05/12/2014,W,4820
12,05/12/2014,W,14085
120,05/12/2014,W,1176
121,05/12/2014,W,1453
124,05/12/2014,W,1021
125,05/12/2014,W,1645
126,05/12/2014,W,6221
132,05/12/2014,W,341
134,05/12/2014,W,3330
135,05/12/2014,W,3847
136,05/12/2014,W,2299
143,05/12/2014,W,1895
146,05/12/2014,W,14439
147,05/12/2014,W,14208
148,05/12/2014,W,2403
15,05/12/2014,W,7541
151,05/12/2014,W,17771
152,05/12/2014,W,10167
155,05/12/2014,W,6819
156,05/12/2014,W,8500
157,05/12/2014,W,4988
165,05/12/2014,W,145
169,05/12/2014,W,194
170,05/12/2014,W,311
171,05/12/2014,W,1182
172,05/12/2014,W,2310
18,05/12/2014,W,3613
192,05/12/2014,W,949
2,05/12/2014,W,3256
20,05/12/2014,W,18031
201,05/12/2014,W,1911
205,05/12/2014,W,947
206,05/12/2014,W,783
21,05/12/2014,W,8872
22,05/12/2014,W,20105
24,05/12/2014,W,3067
26,05/12/2014,W,3555
28,05/12/2014,W,7266
29,05/12/2014,W,13621
3,05/12/2014,W,19378
30,05/12/2014,W,3159
34,05/12/2014,W,5003
35,05/12/2014,W,5320
36,05/12/2014,W,14320
37,05/12/2014,W,1701
39,05/12/2014,W,1911
4,05/12/2014,W,21300
43,05/12/2014,W,1911
44,05/12/2014,W,4479
47,05/12/2014,W,10290
48,05/12/2014,W,1125
49,05/12/2014,W,24251
49B,05/12/2014,W,5782
5,05/12/2014,W,425
50,05/12/2014,W,10208
51,05/12/2014,W,1860
52,05/12/2014,W,12852
52A,05/12/2014,W,3847
53,05/12/2014,W,19690
53A,05/12/2014,W,7617
54,05/12/2014,W,12104
54A,05/12/2014,W,920
54B,05/12/2014,W,3484
55,05/12/2014,W,11296
55A,05/12/2014,W,330
55N,05/12/2014,W,644
56,05/12/2014,W,10061
57,05/12/2014,W,4607
59,05/12/2014,W,3948
6,05/12/2014,W,10564
60,05/12/2014,W,10188
62,05/12/2014,W,11018
62H,05/12/2014,W,893
63,05/12/2014,W,16771
63W,05/12/2014,W,1288
65,05/12/2014,W,8287
66,05/12/2014,W,23461
67,05/12/2014,W,12221
68,05/12/2014,W,1393
7,05/12/2014,W,5462
70,05/12/2014,W,9977
71,05/12/2014,W,8696
72,05/12/2014,W,14757
73,05/12/2014,W,4879
74,05/12/2014,W,13590
75,05/12/2014,W,7328
76,05/12/2014,W,12418
77,05/12/2014,W,21917
78,05/12/2014,W,8473
79,05/12/2014,W,23592
8,05/12/2014,W,20654
80,05/12/2014,W,13037
81,05/12/2014,W,13270
81W,05/12/2014,W,1686
82,05/12/2014,W,18170
84,05/12/2014,W,4057
85,05/12/2014,W,11236
85A,05/12/2014,W,908
86,05/12/2014,W,2253
87,05/12/2014,W,12731
88,05/12/2014,W,1408
8A,05/12/2014,W,3390
9,05/12/2014,W,26554
90,05/12/2014,W,4745
91,05/12/2014,W,7156
92,05/12/2014,W,7104
93,05/12/2014,W,3415
94,05/12/2014,W,9906
95E,05/12/2014,W,3962
95W,05/12/2014,W,2540
96,05/12/2014,W,710
97,05/12/2014,W,3298
J14,05/12/2014,W,11758
X98,05/12/2014,W,17
1,05/13/2014,W,2208
100,05/13/2014,W,678
1001,05/13/2014,W,6
103,05/13/2014,W,2439
106,05/13/2014,W,1509
108,05/13/2014,W,1429
11,05/13/2014,W,1876
111,05/13/2014,W,3495
111A,05/13/2014,W,125
112,05/13/2014,W,2582
115,05/13/2014,W,3761
119,05/13/2014,W,5010
12,05/13/2014,W,13767
120,05/13/2014,W,1197
121,05/13/2014,W,1671
124,05/13/2014,W,677
125,05/13/2014,W,1711
126,05/13/2014,W,5912
132,05/13/2014,W,380
134,05/13/2014,W,3691
135,05/13/2014,W,4249
136,05/13/2014,W,2211
143,05/13/2014,W,2090
146,05/13/2014,W,14989
147,05/13/2014,W,14571
148,05/13/2014,W,2614
15,05/13/2014,W,7481
151,05/13/2014,W,18206
152,05/13/2014,W,10871
155,05/13/2014,W,6988
156,05/13/2014,W,9099
157,05/13/2014,W,5124
165,05/13/2014,W,99
169,05/13/2014,W,212
170,05/13/2014,W,387
171,05/13/2014,W,1842
172,05/13/2014,W,2868
18,05/13/2014,W,4168
192,05/13/2014,W,900
2,05/13/2014,W,3599
20,05/13/2014,W,18251
201,05/13/2014,W,1983
205,05/13/2014,W,948
206,05/13/2014,W,1051
21,05/13/2014,W,9363
22,05/13/2014,W,20930
24,05/13/2014,W,3119
26,05/13/2014,W,3643
28,05/13/2014,W,7266
29,05/13/2014,W,13523
3,05/13/2014,W,19654
30,05/13/2014,W,3272
34,05/13/2014,W,4948
35,05/13/2014,W,5582
36,05/13/2014,W,14678
37,05/13/2014,W,1666
39,05/13/2014,W,2244
4,05/13/2014,W,21920
43,05/13/2014,W,1848
44,05/13/2014,W,4360
47,05/13/2014,W,9961
48,05/13/2014,W,1224
49,05/13/2014,W,25728
49B,05/13/2014,W,5851
5,05/13/2014,W,479
50,05/13/2014,W,10826
51,05/13/2014,W,1788
52,05/13/2014,W,13281
52A,05/13/2014,W,4411
53,05/13/2014,W,20077
53A,05/13/2014,W,7994
54,05/13/2014,W,11719
54A,05/13/2014,W,942
54B,05/13/2014,W,3467
55,05/13/2014,W,11058
55A,05/13/2014,W,332
55N,05/13/2014,W,654
56,05/13/2014,W,10614
57,05/13/2014,W,4761
59,05/13/2014,W,3829
6,05/13/2014,W,10921
60,05/13/2014,W,10323
62,05/13/2014,W,11068
62H,05/13/2014,W,880
63,05/13/2014,W,17796
63W,05/13/2014,W,1473
65,05/13/2014,W,8565
66,05/13/2014,W,25812
67,05/13/2014,W,12622
68,05/13/2014,W,1376
7,05/13/2014,W,5629
70,05/13/2014,W,9575
71,05/13/2014,W,8458
72,05/13/2014,W,15881
73,05/13/2014,W,4632
74,05/13/2014,W,13899
75,05/13/2014,W,7572
76,05/13/2014,W,12367
77,05/13/2014,W,23171
78,05/13/2014,W,8394
79,05/13/2014,W,24859
8,05/13/2014,W,21015
80,05/13/2014,W,13732
81,05/13/2014,W,13326
81W,05/13/2014,W,1632
82,05/13/2014,W,17849
