route,date,daytype,rides
12,03/14/2014,W,14590
120,03/14/2014,W,1099
121,03/14/2014,W,1344
124,03/14/2014,W,1123
125,03/14/2014,W,1544
126,03/14/2014,W,6833
132,03/14/2014,W,284
134,03/14/2014,W,3197
135,03/14/2014,W,3420
136,03/14/2014,W,1747
143,03/14/2014,W,1971
146,03/14/2014,W,13446
147,03/14/2014,W,13258
148,03/14/2014,W,2313
15,03/14/2014,W,8496
151,03/14/2014,W,17506
152,03/14/2014,W,11124
155,03/14/2014,W,6604
156,03/14/2014,W,8248
157,03/14/2014,W,6930
165,03/14/2014,W,71
169,03/14/2014,W,195
170,03/14/2014,W,298
171,03/14/2014,W,1860
172,03/14/2014,W,2201
18,03/14/2014,W,4680
19,03/14/2014,W,388
192,03/14/2014,W,789
2,03/14/2014,W,3138
20,03/14/2014,W,20853
201,03/14/2014,W,1767
205,03/14/2014,W,887
206,03/14/2014,W,649
21,03/14/2014,W,10218
22,03/14/2014,W,20164
24,03/14/2014,W,3487
26,03/14/2014,W,3109
28,03/14/2014,W,8166
29,03/14/2014,W,15532
3,03/14/2014,W,20631
30,03/14/2014,W,3524
34,03/14/2014,W,5946
35,03/14/2014,W,5736
36,03/14/2014,W,14716
37,03/14/2014,W,1468
39,03/14/2014,W,2344
4,03/14/2014,W,23004
43,03/14/2014,W,2044
44,03/14/2014,W,4750
47,03/14/2014,W,10874
48,03/14/2014,W,1362
49,03/14/2014,W,26241
49B,03/14/2014,W,5346
5,03/14/2014,W,370
50,03/14/2014,W,10478
51,03/14/2014,W,1718
52,03/14/2014,W,13118
52A,03/14/2014,W,4950
53,03/14/2014,W,22483
53A,03/14/2014,W,8135
54,03/14/2014,W,12354
54A,03/14/2014,W,982
54B,03/14/2014,W,3862
55,03/14/2014,W,13061
55A,03/14/2014,W,326
55N,03/14/2014,W,573
56,03/14/2014,W,10449
57,03/14/2014,W,5248
59,03/14/2014,W,4321
6,03/14/2014,W,12018
60,03/14/2014,W,11356
62,03/14/2014,W,11405
62H,03/14/2014,W,1146
63,03/14/2014,W,19323
63W,03/14/2014,W,1366
65,03/14/2014,W,9363
66,03/14/2014,W,27303
67,03/14/2014,W,14624
68,03/14/2014,W,1503
7,03/14/2014,W,6288
70,03/14/2014,W,10159
71,03/14/2014,W,9821
72,03/14/2014,W,17942
73,03/14/2014,W,5417
74,03/14/2014,W,14423
75,03/14/2014,W,8635
76,03/14/2014,W,12999
77,03/14/2014,W,23024
78,03/14/2014,W,9328
79,03/14/2014,W,28992
8,03/14/2014,W,24476
80,03/14/2014,W,14668
81,03/14/2014,W,13185
81W,03/14/2014,W,1773
82,03/14/2014,W,21601
84,03/14/2014,W,4138
85,03/14/2014,W,12242
85A,03/14/2014,W,893
86,03/14/2014,W,2333
87,03/14/2014,W,14642
88,03/14/2014,W,1301
8A,03/14/2014,W,3536
9,03/14/2014,W,30100
90,03/14/2014,W,5395
91,03/14/2014,W,7688
92,03/14/2014,W,7110
93,03/14/2014,W,3176
94,03/14/2014,W,10060
95E,03/14/2014,W,4120
95W,03/14/2014,W,2545
96,03/14/2014,W,843
97,03/14/2014,W,3127
J14,03/14/2014,W,11853
X98,03/14/2014,W,18
10,03/15/2014,A,522
1001,03/15/2014,A,11
103,03/15/2014,A,1433
106,03/15/2014,A,743
11,03/15/2014,A,964
111,03/15/2014,A,2496
111A,03/15/2014,A,167
112,03/15/2014,A,1254
115,03/15/2014,A,2369
119,03/15/2014,A,3706
12,03/15/2014,A,9346
124,03/15/2014,A,1299
126,03/15/2014,A,3397
146,03/15/2014,A,10673
147,03/15/2014,A,11005
15,03/15/2014,A,5589
151,03/15/2014,A,17577
152,03/15/2014,A,5963
155,03/15/2014,A,5947
169,03/15/2014,A,34
171,03/15/2014,A,456
172,03/15/2014,A,458
18,03/15/2014,A,2610
19,03/15/2014,A,476
20,03/15/2014,A,12459
201,03/15/2014,A,1089
21,03/15/2014,A,8099
22,03/15/2014,A,17586
28,03/15/2014,A,3860
29,03/15/2014,A,10067
3,03/15/2014,A,14015
30,03/15/2014,A,2201
34,03/15/2014,A,3932
35,03/15/2014,A,3280
36,03/15/2014,A,14662
4,03/15/2014,A,14211
43,03/15/2014,A,822
44,03/15/2014,A,2137
47,03/15/2014,A,8070
49,03/15/2014,A,17440
49B,03/15/2014,A,3377
5,03/15/2014,A,577
50,03/15/2014,A,5823
51,03/15/2014,A,1067
52,03/15/2014,A,8287
52A,03/15/2014,A,2389
53,03/15/2014,A,13784
53A,03/15/2014,A,3729
54,03/15/2014,A,8758
54B,03/15/2014,A,3299
55,03/15/2014,A,8400
55N,03/15/2014,A,204
56,03/15/2014,A,6004
57,03/15/2014,A,2897
59,03/15/2014,A,2140
6,03/15/2014,A,10842
60,03/15/2014,A,7180
62,03/15/2014,A,7710
62H,03/15/2014,A,477
63,03/15/2014,A,12722
63W,03/15/2014,A,684
65,03/15/2014,A,5300
66,03/15/2014,A,16994
67,03/15/2014,A,9256
68,03/15/2014,A,652
70,03/15/2014,A,7068
71,03/15/2014,A,7219
72,03/15/2014,A,13956
73,03/15/2014,A,1991
74,03/15/2014,A,11419
75,03/15/2014,A,5656
76,03/15/2014,A,8716
77,03/15/2014,A,16757
78,03/15/2014,A,6095
79,03/15/2014,A,20068
8,03/15/2014,A,14395
80,03/15/2014,A,10330
81,03/15/2014,A,10243
81W,03/15/2014,A,1090
82,03/15/2014,A,12929
84,03/15/2014,A,2335
85,03/15/2014,A,7383
85A,03/15/2014,A,323
87,03/15/2014,A,9786
88,03/15/2014,A,621
8A,03/15/2014,A,2341
9,03/15/2014,A,21016
90,03/15/2014,A,4403
91,03/15/2014,A,4204
92,03/15/2014,A,4275
93,03/15/2014,A,1298
94,03/15/2014,A,4963
95E,03/15/2014,A,2630
95W,03/15/2014,A,2173
97,03/15/2014,A,1912
J14,03/15/2014,A,6241
10,03/16/2014,U,608
1001,03/16/2014,U,44
103,03/16/2014,U,1177
106,03/16/2014,U,293
11,03/16/2014,U,635
111,03/16/2014,U,1873
111A,03/16/2014,U,131
112,03/16/2014,U,572
115,03/16/2014,U,1773
119,03/16/2014,U,2333
12,03/16/2014,U,7071
124,03/16/2014,U,752
126,03/16/2014,U,2365
146,03/16/2014,U,5817
147,03/16/2014,U,4060
15,03/16/2014,U,3626
151,03/16/2014,U,10095
152,03/16/2014,U,2976
155,03/16/2014,U,3950
171,03/16/2014,U,602
172,03/16/2014,U,343
18,03/16/2014,U,2217
19,03/16/2014,U,359
20,03/16/2014,U,7688
21,03/16/2014,U,4531
22,03/16/2014,U,11180
28,03/16/2014,U,2501
29,03/16/2014,U,6968
3,03/16/2014,U,8591
30,03/16/2014,U,571
34,03/16/2014,U,2630
35,03/16/2014,U,2045
36,03/16/2014,U,9920
4,03/16/2014,U,9908
43,03/16/2014,U,512
44,03/16/2014,U,1268
47,03/16/2014,U,5041
49,03/16/2014,U,10871
49B,03/16/2014,U,2447
5,03/16/2014,U,478
50,03/16/2014,U,3736
51,03/16/2014,U,834
52,03/16/2014,U,5527
52A,03/16/2014,U,1229
53,03/16/2014,U,9333
53A,03/16/2014,U,2183
54,03/16/2014,U,5726
54B,03/16/2014,U,1765
55,03/16/2014,U,5702
56,03/16/2014,U,3822
57,03/16/2014,U,1631
6,03/16/2014,U,6854
60,03/16/2014,U,4702
62,03/16/2014,U,5140
63,03/16/2014,U,9588
63W,03/16/2014,U,419
65,03/16/2014,U,2657
66,03/16/2014,U,10432
67,03/16/2014,U,6288
68,03/16/2014,U,402
70,03/16/2014,U,4678
71,03/16/2014,U,4918
72,03/16/2014,U,8544
73,03/16/2014,U,1060
74,03/16/2014,U,6814
75,03/16/2014,U,3936
76,03/16/2014,U,4768
77,03/16/2014,U,10912
78,03/16/2014,U,3725
79,03/16/2014,U,13994
8,03/16/2014,U,8250
80,03/16/2014,U,6428
81,03/16/2014,U,7007
81W,03/16/2014,U,535
82,03/16/2014,U,7739
84,03/16/2014,U,1367
85,03/16/2014,U,4926
87,03/16/2014,U,5911
88,03/16/2014,U,433
8A,03/16/2014,U,1563
9,03/16/2014,U,13009
90,03/16/2014,U,2214
91,03/16/2014,U,2611
92,03/16/2014,U,2850
94,03/16/2014,U,3354
95E,03/16/2014,U,1784
95W,03/16/2014,U,1808
97,03/16/2014,U,1320
J14,03/16/2014,U,3673
1,03/17/2014,W,1929
100,03/17/2014,W,830
1001,03/17/2014,W,5
103,03/17/2014,W,3124
106,03/17/2014,W,2415
108,03/17/2014,W,1435
11,03/17/2014,W,1544
111,03/17/2014,W,4081
111A,03/17/2014,W,150
112,03/17/2014,W,2683
115,03/17/2014,W,4425
119,03/17/2014,W,5042
12,03/17/2014,W,15131
120,03/17/2014,W,1667
121,03/17/2014,W,1735
124,03/17/2014,W,1186
125,03/17/2014,W,1773
126,03/17/2014,W,7267
132,03/17/2014,W,379
134,03/17/2014,W,3188
135,03/17/2014,W,3894
136,03/17/2014,W,1981
143,03/17/2014,W,2041
146,03/17/2014,W,14532
147,03/17/2014,W,13708
148,03/17/2014,W,2412
15,03/17/2014,W,7696
151,03/17/2014,W,17995
152,03/17/2014,W,11056
155,03/17/2014,W,7540
156,03/17/2014,W,8714
157,03/17/2014,W,6919
165,03/17/2014,W,157
169,03/17/2014,W,163
170,03/17/2014,W,241
171,03/17/2014,W,1191
172,03/17/2014,W,1964
18,03/17/2014,W,4314
19,03/17/2014,W,493
192,03/17/2014,W,862
2,03/17/2014,W,3279
20,03/17/2014,W,20739
201,03/17/2014,W,1879
205,03/17/2014,W,978
206,03/17/2014,W,950
21,03/17/2014,W,9219
22,03/17/2014,W,20704
24,03/17/2014,W,3283
26,03/17/2014,W,3494
28,03/17/2014,W,7782
29,03/17/2014,W,14781
3,03/17/2014,W,20750
30,03/17/2014,W,3373
34,03/17/2014,W,5719
35,03/17/2014,W,5496
36,03/17/2014,W,15273
37,03/17/2014,W,1705
39,03/17/2014,W,2336
4,03/17/2014,W,21447
43,03/17/2014,W,1881
44,03/17/2014,W,4606
47,03/17/2014,W,10625
48,03/17/2014,W,1378
49,03/17/2014,W,25420
49B,03/17/2014,W,5909
5,03/17/2014,W,294
50,03/17/2014,W,11681
51,03/17/2014,W,1954
52,03/17/2014,W,13180
52A,03/17/2014,W,4643
53,03/17/2014,W,21289
53A,03/17/2014,W,8619
54,03/17/2014,W,10779
54A,03/17/2014,W,857
54B,03/17/2014,W,3168
55,03/17/2014,W,11274
55A,03/17/2014,W,306
55N,03/17/2014,W,596
56,03/17/2014,W,10479
57,03/17/2014,W,5049
59,03/17/2014,W,4314
6,03/17/2014,W,11335
60,03/17/2014,W,10991
62,03/17/2014,W,11241
62H,03/17/2014,W,930
63,03/17/2014,W,19258
63W,03/17/2014,W,1322
65,03/17/2014,W,8213
66,03/17/2014,W,26028
67,03/17/2014,W,13186
68,03/17/2014,W,1281
7,03/17/2014,W,6715
70,03/17/2014,W,9718
71,03/17/2014,W,9489
72,03/17/2014,W,15827
73,03/17/2014,W,4978
74,03/17/2014,W,13411
75,03/17/2014,W,7827
76,03/17/2014,W,12102
77,03/17/2014,W,22369
78,03/17/2014,W,10362
79,03/17/2014,W,26633
8,03/17/2014,W,23785
80,03/17/2014,W,13636
81,03/17/2014,W,13098
81W,03/17/2014,W,1566
82,03/17/2014,W,19621
84,03/17/2014,W,4266
85,03/17/2014,W,11163
85A,03/17/2014,W,819
86,03/17/2014,W,3583
87,03/17/2014,W,13242
88,03/17/2014,W,1476
8A,03/17/2014,W,3372
9,03/17/2014,W,27896
90,03/17/2014,W,5047
91,03/17/2014,W,7173
92,03/17/2014,W,7008
93,03/17/2014,W,3673
94,03/17/2014,W,10090
95E,03/17/2014,W,4073
95W,03/17/2014,W,2382
96,03/17/2014,W,838
97,03/17/2014,W,3016
J14,03/17/2014,W,11114
X98,03/17/2014,W,16
1,03/18/2014,W,1920
100,03/18/2014,W,831
1001,03/18/2014,W,11
103,03/18/2014,W,3153
106,03/18/2014,W,2519
108,03/18/2014,W,1559
11,03/18/2014,W,1602
111,03/18/2014,W,4233
111A,03/18/2014,W,171
112,03/18/2014,W,2613
115,03/18/2014,W,4838
119,03/18/2014,W,5385
12,03/18/2014,W,15858
120,03/18/2014,W,1213
121,03/18/2014,W,1530
124,03/18/2014,W,1375
125,03/18/2014,W,1710
126,03/18/2014,W,7176
132,03/18/2014,W,331
134,03/18/2014,W,3354
135,03/18/2014,W,3884
136,03/18/2014,W,2169
143,03/18/2014,W,1989
146,03/18/2014,W,15336
147,03/18/2014,W,14080
148,03/18/2014,W,2435
15,03/18/2014,W,8215
151,03/18/2014,W,17994
152,03/18/2014,W,11067
155,03/18/2014,W,7429
156,03/18/2014,W,10339
157,03/18/2014,W,7295
165,03/18/2014,W,97
169,03/18/2014,W,236
170,03/18/2014,W,444
171,03/18/2014,W,1575
172,03/18/2014,W,1747
18,03/18/2014,W,4133
192,03/18/2014,W,931
2,03/18/2014,W,3110
20,03/18/2014,W,20487
201,03/18/2014,W,1849
205,03/18/2014,W,915
206,03/18/2014,W,934
21,03/18/2014,W,9873
22,03/18/2014,W,21186
24,03/18/2014,W,3755
26,03/18/2014,W,3636
28,03/18/2014,W,8544
29,03/18/2014,W,15559
3,03/18/2014,W,21380
30,03/18/2014,W,3558
34,03/18/2014,W,5668
35,03/18/2014,W,5623
36,03/18/2014,W,15746
37,03/18/2014,W,1637
39,03/18/2014,W,2227
4,03/18/2014,W,22766
43,03/18/2014,W,1929
44,03/18/2014,W,5007
47,03/18/2014,W,10806
48,03/18/2014,W,1444
49,03/18/2014,W,26911
49B,03/18/2014,W,5734
5,03/18/2014,W,432
50,03/18/2014,W,11244
51,03/18/2014,W,1990
52,03/18/2014,W,13020
52A,03/18/2014,W,4652
53,03/18/2014,W,20514
53A,03/18/2014,W,8743
54,03/18/2014,W,11853
54A,03/18/2014,W,996
54B,03/18/2014,W,3451
55,03/18/2014,W,11940
55A,03/18/2014,W,292
55N,03/18/2014,W,634
56,03/18/2014,W,10421
57,03/18/2014,W,5267
59,03/18/2014,W,4500
6,03/18/2014,W,11991
60,03/18/2014,W,11357
62,03/18/2014,W,11483
62H,03/18/2014,W,981
63,03/18/2014,W,19817
63W,03/18/2014,W,1386
65,03/18/2014,W,8818
66,03/18/2014,W,26499
67,03/18/2014,W,14183
68,03/18/2014,W,1471
7,03/18/2014,W,7337
70,03/18/2014,W,10264
71,03/18/2014,W,9739
72,03/18/2014,W,16941
73,03/18/2014,W,4773
74,03/18/2014,W,13502
75,03/18/2014,W,8236
76,03/18/2014,W,12598
77,03/18/2014,W,23425
78,03/18/2014,W,9569
79,03/18/2014,W,27941
8,03/18/2014,W,24297
80,03/18/2014,W,12904
81,03/18/2014,W,12929
81W,03/18/2014,W,1703
82,03/18/2014,W,20225
84,03/18/2014,W,5138
85,03/18/2014,W,11619
85A,03/18/2014,W,885
86,03/18/2014,W,3332
87,03/18/2014,W,13871
88,03/18/2014,W,1360
8A,03/18/2014,W,3647
9,03/18/2014,W,29085
90,03/18/2014,W,5645
91,03/18/2014,W,7880
92,03/18/2014,W,7054
93,03/18/2014,W,3932
94,03/18/2014,W,10302
95E,03/18/2014,W,4339
95W,03/18/2014,W,2495
96,03/18/2014,W,904
97,03/18/2014,W,3221
J14,03/18/2014,W,11061
X98,03/18/2014,W,21
1,03/19/2014,W,2452
100,03/19/2014,W,781
1001,03/19/2014,W,2
103,03/19/2014,W,3081
106,03/19/2014,W,2489
108,03/19/2014,W,1512
11,03/19/2014,W,1606
111,03/19/2014,W,4037
111A,03/19/2014,W,158
112,03/19/2014,W,2425
115,03/19/2014,W,4572
119,03/19/2014,W,4643
12,03/19/2014,W,15821
120,03/19/2014,W,1322
121,03/19/2014,W,1716
124,03/19/2014,W,1068
125,03/19/2014,W,1800
126,03/19/2014,W,7041
132,03/19/2014,W,373
134,03/19/2014,W,3304
135,03/19/2014,W,3864
136,03/19/2014,W,2122
143,03/19/2014,W,1932
146,03/19/2014,W,15153
147,03/19/2014,W,13523
148,03/19/2014,W,2528
15,03/19/2014,W,7869
151,03/19/2014,W,17795
152,03/19/2014,W,10908
155,03/19/2014,W,7261
156,03/19/2014,W,9209
157,03/19/2014,W,7235
165,03/19/2014,W,87
169,03/19/2014,W,224
170,03/19/2014,W,316
171,03/19/2014,W,1853
172,03/19/2014,W,2136
18,03/19/2014,W,4000
19,03/19/2014,W,390
192,03/19/2014,W,838
2,03/19/2014,W,3171
20,03/19/2014,W,20234
201,03/19/2014,W,1998
205,03/19/2014,W,869
206,03/19/2014,W,824
21,03/19/2014,W,8366
22,03/19/2014,W,20725
24,03/19/2014,W,3372
26,03/19/2014,W,3516
28,03/19/2014,W,7644
29,03/19/2014,W,14442
3,03/19/2014,W,19668
30,03/19/2014,W,3522
34,03/19/2014,W,5554
35,03/19/2014,W,5338
36,03/19/2014,W,15079
37,03/19/2014,W,1818
39,03/19/2014,W,2275
4,03/19/2014,W,20621
43,03/19/2014,W,1782
44,03/19/2014,W,4609
47,03/19/2014,W,9365
48,03/19/2014,W,1353
49,03/19/2014,W,25166
49B,03/19/2014,W,5595
5,03/19/2014,W,543
50,03/19/2014,W,11605
51,03/19/2014,W,1863
52,03/19/2014,W,12880
52A,03/19/2014,W,4454
53,03/19/2014,W,20128
53A,03/19/2014,W,8442
54,03/19/2014,W,10796
54A,03/19/2014,W,873
54B,03/19/2014,W,3209
55,03/19/2014,W,11407
55A,03/19/2014,W,301
55N,03/19/2014,W,628
56,03/19/2014,W,10274
57,03/19/2014,W,4681
59,03/19/2014,W,4287
6,03/19/2014,W,11567
60,03/19/2014,W,10989
62,03/19/2014,W,10812
62H,03/19/2014,W,934
63,03/19/2014,W,18285
63W,03/19/2014,W,1405
65,03/19/2014,W,8666
66,03/19/2014,W,25502
67,03/19/2014,W,13466
68,03/19/2014,W,1441
7,03/19/2014,W,6442
70,03/19/2014,W,10091
71,03/19/2014,W,8795
72,03/19/2014,W,15539
73,03/19/2014,W,5045
74,03/19/2014,W,13004
75,03/19/2014,W,8078
76,03/19/2014,W,12544
77,03/19/2014,W,23218
78,03/19/2014,W,9669
79,03/19/2014,W,25952
8,03/19/2014,W,23991
80,03/19/2014,W,13680
81,03/19/2014,W,12475
81W,03/19/2014,W,1726
82,03/19/2014,W,19310
84,03/19/2014,W,4017
85,03/19/2014,W,10752
85A,03/19/2014,W,969
86,03/19/2014,W,3259
87,03/19/2014,W,12809
88,03/19/2014,W,1379
8A,03/19/2014,W,3178
9,03/19/2014,W,27104
90,03/19/2014,W,5114
91,03/19/2014,W,7092
92,03/19/2014,W,7013
93,03/19/2014,W,3657
94,03/19/2014,W,9836
95E,03/19/2014,W,4239
95W,03/19/2014,W,2508
96,03/19/2014,W,774
97,03/19/2014,W,3280
J14,03/19/2014,W,11172
X98,03/19/2014,W,19
1,03/20/2014,W,2154
100,03/20/2014,W,818
1001,03/20/2014,W,13
103,03/20/2014,W,3216
106,03/20/2014,W,2575
108,03/20/2014,W,1655
11,03/20/2014,W,1382
111,03/20/2014,W,4231
111A,03/20/2014,W,193
112,03/20/2014,W,2544
115,03/20/2014,W,4248
119,03/20/2014,W,5105
12,03/20/2014,W,15828
120,03/20/2014,W,1200
121,03/20/2014,W,1593
124,03/20/2014,W,1340
125,03/20/2014,W,1579
126,03/20/2014,W,6974
132,03/20/2014,W,319
134,03/20/2014,W,3317
135,03/20/2014,W,3579
136,03/20/2014,W,2032
143,03/20/2014,W,1845
146,03/20/2014,W,14763
147,03/20/2014,W,14413
148,03/20/2014,W,2537
15,03/20/2014,W,8037
151,03/20/2014,W,18761
152,03/20/2014,W,11073
155,03/20/2014,W,7548
156,03/20/2014,W,8680
157,03/20/2014,W,7119
165,03/20/2014,W,121
169,03/20/2014,W,166
170,03/20/2014,W,296
171,03/20/2014,W,1431
172,03/20/2014,W,1342
18,03/20/2014,W,4402
19,03/20/2014,W,12
192,03/20/2014,W,823
2,03/20/2014,W,3228
20,03/20/2014,W,20330
201,03/20/2014,W,1978
205,03/20/2014,W,1043
206,03/20/2014,W,941
21,03/20/2014,W,9330
22,03/20/2014,W,20361
24,03/20/2014,W,3346
26,03/20/2014,W,3467
28,03/20/2014,W,8202
29,03/20/2014,W,14968
3,03/20/2014,W,21271
30,03/20/2014,W,3672
34,03/20/2014,W,5805
35,03/20/2014,W,5747
36,03/20/2014,W,15325
37,03/20/2014,W,1707
39,03/20/2014,W,1961
4,03/20/2014,W,22497
43,03/20/2014,W,1839
44,03/20/2014,W,4696
47,03/20/2014,W,10709
48,03/20/2014,W,1371
49,03/20/2014,W,27236
49B,03/20/2014,W,5687
5,03/20/2014,W,431
50,03/20/2014,W,11662
51,03/20/2014,W,1902
52,03/20/2014,W,13254
52A,03/20/2014,W,4686
53,03/20/2014,W,21218
53A,03/20/2014,W,8544
54,03/20/2014,W,12120
54A,03/20/2014,W,1036
54B,03/20/2014,W,3418
55,03/20/2014,W,12142
55A,03/20/2014,W,304
55N,03/20/2014,W,660
56,03/20/2014,W,9972
57,03/20/2014,W,5089
59,03/20/2014,W,4349
6,03/20/2014,W,12527
60,03/20/2014,W,11720
62,03/20/2014,W,12030
62H,03/20/2014,W,976
63,03/20/2014,W,19503
63W,03/20/2014,W,1367
65,03/20/2014,W,8375
66,03/20/2014,W,26609
67,03/20/2014,W,14005
68,03/20/2014,W,1829
7,03/20/2014,W,6981
70,03/20/2014,W,9860
71,03/20/2014,W,9675
72,03/20/2014,W,16734
73,03/20/2014,W,5412
74,03/20/2014,W,13400
75,03/20/2014,W,8496
76,03/20/2014,W,12859
77,03/20/2014,W,23230
78,03/20/2014,W,10110
79,03/20/2014,W,28119
8,03/20/2014,W,25255
80,03/20/2014,W,14190
81,03/20/2014,W,13036
81W,03/20/2014,W,1672
82,03/20/2014,W,20120
84,03/20/2014,W,4158
85,03/20/2014,W,11553
85A,03/20/2014,W,934
86,03/20/2014,W,3313
87,03/20/2014,W,13628
88,03/20/2014,W,1330
8A,03/20/2014,W,3496
9,03/20/2014,W,28880
90,03/20/2014,W,5280
91,03/20/2014,W,7557
92,03/20/2014,W,6849
93,03/20/2014,W,3987
94,03/20/2014,W,10569
95E,03/20/2014,W,4144
95W,03/20/2014,W,2470
96,03/20/2014,W,852
97,03/20/2014,W,3097
J14,03/20/2014,W,12061
X98,03/20/2014,W,14
1,03/21/2014,W,1837
100,03/21/2014,W,873
1001,03/21/2014,W,1711
103,03/21/2014,W,3282
106,03/21/2014,W,1919
108,03/21/2014,W,1578
11,03/21/2014,W,1711
111,03/21/2014,W,4090
111A,03/21/2014,W,187
112,03/21/2014,W,2490
115,03/21/2014,W,4211
119,03/21/2014,W,5467
12,03/21/2014,W,15671
120,03/21/2014,W,1006
121,03/21/2014,W,1299
124,03/21/2014,W,1437
125,03/21/2014,W,1484
126,03/21/2014,W,6544
132,03/21/2014,W,267
134,03/21/2014,W,2922
135,03/21/2014,W,3439
136,03/21/2014,W,1900
143,03/21/2014,W,1831
146,03/21/2014,W,14526
147,03/21/2014,W,13720
148,03/21/2014,W,2318
15,03/21/2014,W,8677
151,03/21/2014,W,18457
152,03/21/2014,W,10975
155,03/21/2014,W,7532
156,03/21/2014,W,7909
157,03/21/2014,W,6843
165,03/21/2014,W,95
169,03/21/2014,W,201
170,03/21/2014,W,227
171,03/21/2014,W,1282
172,03/21/2014,W,1448
18,03/21/2014,W,3971
19,03/21/2014,W,430
192,03/21/2014,W,708
2,03/21/2014,W,2808
20,03/21/2014,W,20996
201,03/21/2014,W,1977
205,03/21/2014,W,890
206,03/21/2014,W,778
21,03/21/2014,W,9802
22,03/21/2014,W,21387
24,03/21/2014,W,3371
26,03/21/2014,W,3212
28,03/21/2014,W,8114
29,03/21/2014,W,15846
3,03/21/2014,W,21192
30,03/21/2014,W,3687
34,03/21/2014,W,6080
35,03/21/2014,W,5624
36,03/21/2014,W,15282
37,03/21/2014,W,1680
39,03/21/2014,W,2270
4,03/21/2014,W,22959
43,03/21/2014,W,2040
44,03/21/2014,W,4755
47,03/21/2014,W,11216
48,03/21/2014,W,1278
49,03/21/2014,W,27349
49B,03/21/2014,W,5721
5,03/21/2014,W,475
50,03/21/2014,W,10839
51,03/21/2014,W,1979
52,03/21/2014,W,12954
52A,03/21/2014,W,4780
53,03/21/2014,W,22842
53A,03/21/2014,W,8052
54,03/21/2014,W,11478
54A,03/21/2014,W,838
54B,03/21/2014,W,3639
55,03/21/2014,W,12687
55A,03/21/2014,W,368
55N,03/21/2014,W,552
56,03/21/2014,W,10735
57,03/21/2014,W,4887
59,03/21/2014,W,4302
6,03/21/2014,W,12688
60,03/21/2014,W,11136
62,03/21/2014,W,11888
62H,03/21/2014,W,1124
63,03/21/2014,W,20228
63W,03/21/2014,W,1478
65,03/21/2014,W,8576
66,03/21/2014,W,25212
67,03/21/2014,W,14241
68,03/21/2014,W,1537
7,03/21/2014,W,6406
70,03/21/2014,W,9769
71,03/21/2014,W,10378
72,03/21/2014,W,17427
73,03/21/2014,W,5151
74,03/21/2014,W,14076
75,03/21/2014,W,8981
76,03/21/2014,W,12495
77,03/21/2014,W,23285
78,03/21/2014,W,8903
79,03/21/2014,W,28997
8,03/21/2014,W,24148
80,03/21/2014,W,14177
81,03/21/2014,W,13238
81W,03/21/2014,W,1827
82,03/21/2014,W,20677
84,03/21/2014,W,4162
85,03/21/2014,W,12157
85A,03/21/2014,W,951
86,03/21/2014,W,2564
87,03/21/2014,W,13826
88,03/21/2014,W,1408
8A,03/21/2014,W,3528
9,03/21/2014,W,30749
90,03/21/2014,W,5461
91,03/21/2014,W,7434
92,03/21/2014,W,7323
93,03/21/2014,W,3909
94,03/21/2014,W,9470
95E,03/21/2014,W,4333
95W,03/21/2014,W,2551
96,03/21/2014,W,955
97,03/21/2014,W,3388
J14,03/21/2014,W,11979
X98,03/21/2014,W,16
10,03/22/2014,A,777
1001,03/22/2014,A,21028
103,03/22/2014,A,1562
106,03/22/2014,A,710
11,03/22/2014,A,904
111,03/22/2014,A,2350
111A,03/22/2014,A,139
112,03/22/2014,A,1200
115,03/22/2014,A,2477
119,03/22/2014,A,3372
12,03/22/2014,A,8818
124,03/22/2014,A,1180
126,03/22/2014,A,3388
146,03/22/2014,A,11727
147,03/22/2014,A,12355
15,03/22/2014,A,5213
151,03/22/2014,A,15671
152,03/22/2014,A,4858
155,03/22/2014,A,5595
169,03/22/2014,A,1
171,03/22/2014,A,355
172,03/22/2014,A,317
18,03/22/2014,A,2234
19,03/22/2014,A,385
20,03/22/2014,A,11852
201,03/22/2014,A,1031
21,03/22/2014,A,7769
22,03/22/2014,A,17719
28,03/22/2014,A,3773
29,03/22/2014,A,9483
3,03/22/2014,A,13505
30,03/22/2014,A,2122
34,03/22/2014,A,3724
35,03/22/2014,A,3122
36,03/22/2014,A,17545
4,03/22/2014,A,13770
43,03/22/2014,A,862
44,03/22/2014,A,1947
47,03/22/2014,A,7624
49,03/22/2014,A,17832
49B,03/22/2014,A,3886
5,03/22/2014,A,507
50,03/22/2014,A,6218
51,03/22/2014,A,866
52,03/22/2014,A,8217
52A,03/22/2014,A,2298
53,03/22/2014,A,13637
53A,03/22/2014,A,3645
54,03/22/2014,A,8448
54B,03/22/2014,A,3083
55,03/22/2014,A,8015
55N,03/22/2014,A,181
56,03/22/2014,A,8037
57,03/22/2014,A,2484
59,03/22/2014,A,2142
6,03/22/2014,A,10699
60,03/22/2014,A,6037
62,03/22/2014,A,7262
62H,03/22/2014,A,522
63,03/22/2014,A,11871
63W,03/22/2014,A,603
65,03/22/2014,A,4279
66,03/22/2014,A,15133
67,03/22/2014,A,8922
68,03/22/2014,A,837
70,03/22/2014,A,6451
71,03/22/2014,A,6811
72,03/22/2014,A,13275
73,03/22/2014,A,1935
74,03/22/2014,A,10565
75,03/22/2014,A,5473
76,03/22/2014,A,7859
